crypto_id,currency,current_price,market_cap,total_volume
bitcoin,btc,1,19858015,246611
bitcoin,cad,130846,2598837018622,32271164967
bitcoin,chf,78002,1549885372584,19238056866
bitcoin,clp,89387974,1775408510972361,22046144042521
bitcoin,cny,690081,13706272448561,170197706511
