crypto_id,currency,current_price,market_cap,total_volume
bitcoin,try,3641103,72339810215322,898021006433
bitcoin,twd,3023681,60059589457259,745743613585
bitcoin,uah,3926791,77993244585214,968481503746
bitcoin,usd,94596,1878858457651,23330734272
bitcoin,vef,9471,188130097365,2336106423
