crypto_id,currency,current_price,market_cap,total_volume
bitcoin,aed,347460,6901197423627,85695653438
bitcoin,ars,110201967,2188839477770092,27179589522728
bitcoin,aud,147955,2938500808313,36490784898
bitcoin,bch,260,5173842920,64216474
bitcoin,bdt,11496473,228340967633729,2835425104786
