crypto_id,currency,current_price,market_cap,total_volume
bitcoin,vnd,2459980804,48859714191203944,606715744730615
bitcoin,xag,2888,57369853266,712390439
bitcoin,xau,28,567678294,7049148
bitcoin,xdr,67699,1344625722661,16696896619
bitcoin,xlm,343016,6808966487200,84599425499
bitcoin,xrp,42628,846022196904,10513599103
bitcoin,yfi,17,338616335,4199010
bitcoin,zar,1759849,34966025611492,434039147704
