crypto_id,currency,current_price,market_cap,total_volume
bitcoin,kwd,28977,575533801606,7146693853
bitcoin,link,6519,129362251965,1607770918
bitcoin,lkr,28339212,562868529474475,6989422772903
bitcoin,ltc,1116,22165664444,275302159
bitcoin,mmk,198463362,3941845044150964,48947880501628
