crypto_id,currency,current_price,market_cap,total_volume
bitcoin,mxn,1848578,36744842371707,455922746520
bitcoin,myr,407711,8096940523245,100555464710
bitcoin,ngn,151645685,3011904050536798,37401033495972
bitcoin,nok,979569,19454230308599,241595259435
bitcoin,nzd,159684,3171122273955,39383562641
