crypto_id,currency,current_price,market_cap,total_volume
bitcoin,eur,83117,1651219724639,20499386353
bitcoin,gbp,70671,1403599331929,17429994952
bitcoin,gel,259667,5157466466251,64042865575
bitcoin,hkd,733664,14571988423517,180946759058
bitcoin,huf,33594635,667376619174331,8285590598806
