timestamp,prices,market_caps,total_volumes
1735711366406,93586.3591571702,1854102997273.1082,38062420755.29272
1735715016805,93545.55552532309,1851982177894.2273,40195404672.4497
1735718628424,93473.87147135605,1851689265633.4402,39926289380.55737
1735722225583,93339.7181852846,1848712507461.1274,35692875145.936325
1735725684792,93256.06930579936,1847070004945.0522,38374252543.65635
1735729682261,93051.98323230208,1843841595984.3489,37195163646.94963
1735732870869,93297.6075779421,1848488053642.2546,36534844597.19336
1735736573459,93547.86133526727,1852650748903.1924,35230528003.317085
1735740477569,94216.98076389902,1859744320428.3398,33646209784.065002
1735743831366,93968.34922965291,1860927355257.8022,30259374438.088814
1735747443376,94257.22814652258,1864110276298.7805,29355158868.972443
1735751027226,93899.58728253447,1858254684580.575,27922675736.203785
1735754505870,93934.54706964073,1860426647169.8608,20843366561.190247
1735758233235,94121.510119208,1862367837751.287,24665476773.012585
1735761833428,94468.70579080972,1869030999855.751,24542689089.651306
1735765331836,94572.55254464778,1874523858988.9272,23893567964.171257
1735769032647,94783.15438564416,1876724106619.798,24020278849.65016
1735772825181,94557.49630834152,1871538749371.7183,24363665042.07603
1735776131685,94384.1761153871,1869193319140.2422,23275007789.496334
1735779843647,94908.41050416253,1882023174070.0823,24207117976.399353
1735783281708,94677.61195950604,1875252386540.9082,26184280532.971626
1735787059882,95040.77294698045,1881590221390.8972,27351645697.38682
1735790642547,94864.72473958398,1878506186086.5234,23663180150.516968
1735794247701,95483.50168653371,1891753548788.305,23827524065.999283
1735797850877,95418.35539033917,1889367188555.4856,28890213609.85579
1735801418941,95433.72950959054,1888695067607.278,30041909116.705048
1735805028685,95718.77841251166,1893209299748.0374,30313061816.284927
1735808626305,96000.77273223542,1901842474149.4233,24573645833.28969
1735812235758,96427.25363971504,1906922926502.5356,32291080355.335182
1735815838397,96481.02548549822,1910293966789.836,31232322611.965885
1735819438190,96653.95220084535,1913485190920.692,33616992317.665447
1735823039833,96756.65528658801,1916190043301.0251,26964175732.208683
1735826513926,96339.03229188357,1908294126403.7202,27789956461.76557
1735830233395,97183.9727598327,1925895362303.2686,35257629628.41802
1735833837312,96386.06277555888,1908710864124.891,39520265054.35359
1735837427014,97073.67946708362,1924225436455.501,33095715979.9547
1735841050227,96641.51368666631,1911826454952.7732,41446749321.094925
1735844630245,97245.4578122557,1925926574409.4126,47286371147.79994
