timestamp,prices,market_caps,total_volumes
1739585061757,97811.65069075664,1938895602092.1755,28339767693.128605
1739588470495,97810.11853984169,1939333619720.4875,26770075958.68243
1739592231511,97680.37583137362,1936589226200.6543,31181431992.82566
1739596141276,97555.50423518383,1933872062051.384,31506600889.880848
1739599451294,97596.36340969727,1934785034207.8958,30991380767.134174
1739603364932,97534.03412413939,1933208898547.9583,30657111559.625156
1739606638198,97401.87016895857,1930783602394.5403,30480921112.481415
1739610251383,97504.16571792305,1932992769901.0574,27645983741.152985
1739614153164,97524.57452619587,1934613072388.061,27636800510.861076
1739617259437,97726.54687428048,1937529352136.3333,30001105156.15559
1739621058755,97599.45342665966,1935269529733.3914,27123846018.64413
1739624503979,97755.57301650841,1939131047773.4749,29536528258.406834
1739628240850,97743.06912727187,1938271667336.2485,29356263682.872425
1739631860336,97643.02998914919,1935916839024.311,28095022918.428986
1739635750344,97690.30146549319,1936111049982.0647,26029707857.059334
1739639035009,97533.1040216401,1933639599418.1707,23769658656.07321
1739642440667,97422.02899712167,1930270152340.1396,22005571844.832317
1739646033236,97595.31113086389,1934282470282.1035,19792572380.666374
1739649859773,97588.83350317659,1934221819114.0845,18118512648.267227
1739653455188,97552.17038179221,1933721789761.4375,15692094770.918232
1739657056328,97709.33332248866,1936107552408.7493,14260599617.37751
1739660610801,97545.4160810322,1932470989678.6975,14680927133.062716
1739664538860,97651.63779310409,1934560908205.9382,15095114124.185019
1739667797474,97619.7866463706,1935070696348.6086,12776086201.377264
1739671415776,97670.43504008041,1936036302067.8853,14091643924.901743
1739674838025,97548.37442069995,1932706197133.1206,13942868864.138897
1739678636282,97557.1527649986,1934066261051.3755,12238542322.116524
1739682239283,97540.4302583713,1933552637179.8743,13736480703.217913
1739685838157,97602.86236725133,1934975477593.5469,10715510918.722769
1739689272853,97485.10316361366,1932610896675.1892,12600689292.045734
1739693045580,97230.9985896581,1927644281705.479,13706217334.425184
1739696822379,97125.39953728911,1925261762168.948,13328804103.56002
1739700145441,97374.59042056215,1930462012319.886,12393348060.12913
1739703807604,97179.53603625878,1926344979680.66,13877564233.397774
1739707429790,97336.20781895904,1929586758451.4583,13857363674.724987
1739711036263,97102.97273794797,1924882702750.3103,12829087417.170279
1739714633782,96820.88754034557,1919464423463.4524,13578576794.291811
1739718243853,96973.53423641954,1922464136347.678,12959969976.900866
1739721842746,96965.21530590902,1922641521882.7048,7168382996.288533
1739725455153,97074.7553724119,1924113707742.574,10922443039.37593
1739729056263,96972.41824936462,1922244372961.0127,11505586027.095198
1739732557915,96911.18680524954,1921334343084.8335,12396441857.152328
1739736065214,97057.54396616183,1924111890476.385,12927994608.219841
1739739834909,96915.58776734979,1921260839511.104,13000447198.650002
1739743458072,97161.8859953998,1925806142943.3308,13875641367.773146
1739747022553,96889.88885007307,1920526548847.5732,12394650067.541912
1739750641303,96122.86600485025,1906788427878.0713,13845334001.297956
1739754256994,96306.8893048766,1908327000610.1235,15601263595.978914
1739757717801,96529.14863264606,1913768847155.041,15852849154.007685
1739761253065,96203.28295054514,1907046513353.4182,14341275565.190908
1739765209888,96185.61060460084,1907282765262.5117,14611204827.422426
1739768641732,96124.05481404,1904736209740.8848,16653673921.216747
1739772227584,96258.4683507194,1908962007211.1396,17244873622.953552
1739775843554,96363.60291349764,1910730268669.8745,16092845848.025742
1739779442845,96103.04905731311,1904949287799.3076,18945726144.55995
1739783049644,96125.59652377032,1906185168741.8647,17883275843.384888
1739786687383,96162.96642649428,1906476877223.2117,19162630577.355244
1739790252831,96115.17848679269,1905659621822.9775,18040777708.302776
1739793849411,96070.76836745605,1903899779665.1394,18358807044.562477
1739797436823,96472.19885359015,1912876176830.333,20089843574.081627
1739801341694,96469.90302563595,1912032013556.917,20941631880.295856
1739804599163,96825.39185696325,1919378985523.2766,22355142767.86915
1739808239096,95601.77121160176,1897767894540.5125,22341237276.249218
1739811829983,95367.30839787448,1891838407450.2407,25396238657.029022
1739815448444,95473.9227113629,1895539397165.2664,26932755830.40105
1739819057506,95305.81471590063,1888827711528.0,25210154267.500793
1739822664419,95517.3362841228,1894263560512.1018,26369026448.230213
1739826265810,96001.22510228083,1903298052449.1328,25922568514.33841
1739829868726,96394.20010452533,1911097928188.221,28668565900.603367
1739833433370,95910.6343997475,1902326086653.527,26620552713.17731
1739837053462,95784.62953852078,1898604999079.4915,25289167088.713013
1739840667335,95657.12403089936,1895482837426.0618,26953185131.93754
1739844254216,96283.17216937791,1908490650085.8066,24508238057.184044
1739847844967,96049.47160409925,1904046037424.449,26096614359.668068
1739851432652,96188.68435164474,1907104377569.762,25045459000.283855
1739855098619,96057.16749618895,1904245963530.7961,22429739812.983974
1739858676443,95607.02526683104,1895956701200.4434,26040128292.972603
1739862329280,95364.76732236886,1889241813703.9863,25300860826.96148
1739866167434,95318.63732379173,1892745954033.7168,27526363005.884895
1739869466644,95189.2521445793,1887032955306.9792,26177428059.82858
1739872845871,95719.26020920448,1897493799338.512,24886394429.79508
1739876762748,95713.43307222998,1897630585725.563,26396320338.18101
