timestamp,prices,market_caps,total_volumes
1740873898408,85982.6656372778,1706216300401.5674,30158590655.711796
1740877492943,85984.92968484931,1706356398519.2136,27954400606.052162
1740881081101,86325.16846001119,1711901576131.496,29763989316.547443
1740884740359,85726.58136584464,1699652129825.2852,25935317987.42294
1740888300204,85824.99311969621,1704473978113.422,28333489330.553936
1740891970915,85655.19135378071,1698676356869.7583,24914607497.327583
1740895497684,85930.4029532836,1702109219706.8848,25933202419.545273
1740899167098,86246.64068135856,1710355100418.9385,24297474750.917767
1740902699622,86207.33731471795,1710793840752.7432,23502453425.96007
1740906282644,85733.27090027815,1703688154038.6763,23898664329.709972
1740909801159,85861.56494055038,1702893711938.796,23448488480.602604
1740913353052,85974.46210057012,1703793277781.509,22256654104.80858
1740917297642,85952.41873108123,1706458260927.358,21461179466.726265
1740920674513,85945.65637691983,1704492332260.691,19913910760.445816
1740924212213,85673.0709138241,1698046139336.2817,19054357261.70903
1740927770195,85075.19099390629,1687897582084.986,19870782906.989964
1740931496774,87445.5430848164,1735350536795.6033,23634434010.556572
1740934947716,91378.26201151186,1818640490926.9458,34058435949.470005
1740938497716,94183.67640464348,1859499686700.1,46748462990.50989
1740942299772,92908.06234717843,1836789401710.556,50504343807.726074
1740945881055,93553.2099599375,1853101939239.7305,47695192827.43166
1740949450894,94442.43103320176,1871795494690.2664,55358718444.737465
1740953188822,93993.49502205626,1864737133154.407,59645262390.83331
1740956968211,94770.10370201574,1873638235045.3464,61167710399.12147
1740960292201,94261.53286538439,1868321705444.4878,61859112550.80991
1740964174401,93235.73548423624,1850798648200.8765,56502599398.86635
1740967566737,92994.25280972291,1846405872906.6748,62359189965.43705
1740971003792,93323.7976962091,1850795330998.3357,67138091834.80722
1740974858593,92682.02628626079,1837934858986.1174,61384112106.638954
1740978542287,93025.760601398,1843155513508.7864,68962864872.89346
1740981867545,93302.25115067598,1847887516719.7783,69677061501.03363
1740985266305,91464.20916332758,1809591420720.601,68888218298.05142
1740989302419,92319.03215389892,1827923243175.0706,70907636816.24669
1740992688537,91365.5560267108,1809867557590.2734,69284949217.00845
1740996293548,91840.96195107298,1823568128500.8062,75938932566.36786
1740999897225,92520.05256903946,1832140433033.5176,77144019858.7058
1741003343152,92704.99332627936,1835711039205.7415,78155795046.34752
1741007382742,93184.11440212942,1843862735889.5913,80224770991.49811
1741010429738,93288.33219257377,1851284093289.37,81009690565.92838
1741014587133,89948.47284407713,1785807448743.2004,76621152597.5572
1741017815519,90078.29699874723,1797367485901.247,81766823350.17839
1741021250731,90100.55793547307,1786951583086.3757,72289915427.27774
1741024827806,90362.03357256715,1792584976224.4019,60481360329.609764
1741028993449,87491.4206062274,1735830785930.8975,62343113025.66655
1741032299600,85545.7625233458,1700796568078.4517,56886566046.44117
1741036197763,86058.30490682101,1708850236662.3936,66370654823.354485
1741039460857,85204.63043242115,1697954467053.9895,73874059372.56435
1741043392654,86170.71147754729,1709977428347.8018,68948554925.63377
1741046846499,86009.33348231346,1704025219382.4402,71889993413.67072
1741050315772,86121.81430043305,1704537628005.519,71920248617.34053
1741054182514,83547.88761068918,1656514714675.6091,71853048767.47128
1741057480863,83972.72380658488,1667507912326.9888,77494018870.42064
1741061082805,83894.60765773285,1669956107408.8643,77406269933.70871
1741064556907,83415.32852921398,1654112664750.6184,77920189860.71147
1741068587788,84208.53292141939,1670983928980.298,77873388614.03662
1741071771018,83856.74936488515,1658801476655.347,76874329254.54816
1741075482529,83176.65536982972,1647639528626.7808,75727345618.37674
1741079078281,83842.65217935151,1664730002882.0776,76628137688.89372
1741082690960,83797.859996219,1661959336680.046,68880569779.90886
1741086565426,83870.76608750969,1662792227877.6665,71855150654.97823
1741090167712,83840.8128569342,1663555240321.2646,71747353855.59306
1741093486725,83704.19016400714,1660886536250.0718,71336382005.7557
1741096849130,82681.05172860001,1644738040232.0017,65884430702.75422
1741100693276,83066.2270465692,1664173585233.9275,69214395607.88177
1741104234010,82922.8590885219,1643113821324.9531,67510017479.10123
1741107934581,83663.71104143023,1659320733618.5,59850408794.60879
1741111762346,85454.70850609809,1694052785980.2393,70205184832.79301
1741114955062,86734.75594854711,1721946098215.6245,64841459089.5342
1741118971356,87903.09912509412,1744706030646.3884,68693811566.09502
1741122549072,86892.91764570212,1722109908448.5112,60917197979.21443
1741126177480,87654.10477359233,1737847128578.4778,63363061328.15918
1741129505626,87536.70299445765,1737381784517.406,70035180729.90804
1741133117158,87310.80531078295,1731441668069.6523,65863356680.42408
1741136968500,86671.69226701841,1720857098384.173,65501086430.39104
1741140299180,87636.02617297841,1736832725298.7947,65364046414.38747
1741143862285,87336.45385836615,1736855079090.4436,62917483483.22576
1741147340356,86728.88847600293,1731303373162.8396,60319448590.26196
1741151090902,86938.4775519185,1725483369426.8882,59771958762.97294
1741154678467,87196.79381349821,1728265912883.4036,57403745820.549484
1741158567015,87572.61283398556,1735817347692.2031,58931446738.02882
1741162175131,87642.61154756158,1738384139186.3796,51647426053.31684
1741165357473,87717.3980065317,1739738441943.482,59496891880.850945
1741169364495,88641.41361763507,1756934956820.6084,57358759848.6191
1741172718006,89850.54371051837,1782222158616.7412,60938257045.89527
1741176184102,89753.15776222358,1786444479506.3167,57448200172.93529
1741179713736,90352.05950695107,1791764438752.9658,50751908080.991066
1741183480511,89433.26802498609,1773615960317.9155,60081174494.9784
1741187347195,89053.99855085106,1764639498819.4436,54794469304.497925
1741190695249,88337.21345459952,1758011744801.255,60187955341.95861
1741194279969,89190.8514508287,1757102715071.332,61547905745.66404
1741198125387,89693.88203144133,1772825513280.7017,57405038359.247635
1741201491192,89762.80824021908,1776226914017.209,57165320219.83549
1741205089214,89840.50983422284,1782421778361.2905,51070601939.67914
1741208682924,90363.81178680262,1794311752751.4841,54136127822.42089
1741212574888,90315.43269286388,1792541168344.0334,51865040790.19625
1741215810643,90503.36669781877,1794153142475.3542,51742728636.56275
1741219755277,90746.37808455544,1799831157299.499,51792224128.6096
1741223247861,90173.67851810707,1788642755969.027,50508575783.33527
1741226938379,91565.19124357773,1807361176316.53,52198249363.37467
1741230406257,91833.40344858613,1823230905779.2124,46861331349.52848
1741233825636,91778.32417365785,1816045175463.1575,49177030044.21839
1741237473957,92300.44149363266,1832168119328.4634,47633856078.249115
1741244669884,91906.28728287248,1824453752606.309,51925651488.235214
1741248297205,91331.32236389222,1810583891610.171,43958051045.742386
1741251881899,91202.75078154197,1810311240391.8452,54277834205.09184
1741255299106,90733.51714965983,1799248772807.6487,43766695294.27222
1741259313421,91044.06230513072,1805687695697.3572,52111484531.23207
1741262549709,91336.03520982015,1810829363124.6833,50705193326.386314
1741266314115,90211.93247418404,1788740466315.4622,49795879728.19815
