timestamp,prices,market_caps,total_volumes
1742166276763,82077.84518119802,1630167839348.9658,20945977227.046154
1742170188565,82617.7331241566,1638737651555.1702,21877544080.929176
1742173779987,83064.70985538384,1638737651555.1702,22530942838.022583
1742177089745,83208.95029801303,1652104204949.9353,21395089633.29459
1742180699644,83260.16652548696,1651197556871.9058,22821166197.4404
1742184291969,83712.82326596747,1660655900116.381,23704778969.681656
1742188104494,83431.48057163977,1654928382036.7798,24248374514.16546
1742191792918,83272.61714728127,1648485428740.153,24705767710.93197
1742195224946,83393.68086720291,1648485428740.153,25371694015.88135
1742198695798,83528.44238695232,1657528198923.9094,21692964670.68874
1742202541238,83476.89973804823,1656443619145.9617,25901365412.885525
1742205923532,83625.88247117506,1658719570591.489,26464681961.55716
1742209789971,83284.93030929644,1652864313079.37,26377399208.68291
1742213388018,83333.77147533474,1657141047227.9456,25629928222.645393
1742216689787,83054.86326244925,1657141047227.9456,22116000257.661633
1742220293348,82932.58142558922,1647119754579.2239,23148448508.515636
1742223872566,82888.72671035347,1644209507965.1384,26511085523.81332
1742227788870,83583.93818642639,1656710107693.776,26943548872.965168
1742231099198,83415.90071838192,1655376603685.0264,23430389698.329144
1742234456990,84228.23544937836,1669735430524.1096,25658515033.301575
1742238587967,84448.92794202417,1672917701803.2563,27310053284.31897
1742241938530,84430.83006819447,1675596200256.427,26093746484.92529
1742245795756,83977.89583491963,1666487561301.9407,25195709278.11418
1742249091757,84088.43956648538,1668515946303.0237,26933760221.662228
1742252990509,83980.78904995437,1666630743417.9995,24453935389.109447
1742256590724,83920.30721263391,1665623962996.5786,25406030310.38451
1742260218377,83877.42295483136,1665623962996.5786,24963184481.79632
1742263496090,83130.45397201553,1648334393587.6042,24693323398.25316
1742267093586,83351.13970133282,1654115647571.714,24817786672.629723
1742270683054,83100.42286596482,1648742307097.336,23380519283.610775
1742274326572,82998.59763474177,1646004973381.647,24198138125.40394
1742277934401,82988.83415321489,1646383779951.7625,24124854930.08559
1742281496844,82428.06846517629,1646383779951.7625,20675051265.921352
1742285391650,83261.71116076875,1649824646755.9438,25124364227.717854
1742288995433,83276.43582703028,1651507071631.5947,24074781714.29111
1742292491714,82922.10615223943,1644576895323.773,25120390042.723526
1742295712388,82787.295493254,1641653623088.7156,24634342591.65418
1742299227284,82545.12487759089,1637344909119.1125,22028190672.979668
1742303069694,82384.51632667694,1638967058222.329,22992352660.92518
1742306458454,81259.85862657995,1611138153862.041,23699260803.43509
1742310569308,81632.93965990763,1621503352563.6401,24847670750.08072
1742313837520,81559.34875411353,1619161157057.0076,21937457072.598576
1742317797799,81873.62930637106,1625204064351.956,22334056602.3728
1742321373732,81380.28829871821,1614727579245.8455,23894308988.031937
1742324772655,81839.8881631514,1614727579245.8455,17603193115.19384
1742328284736,82201.79412495729,1634130632815.2031,24394194996.636242
1742332189790,82051.95957857351,1627388105018.7031,23221256411.428757
1742335494632,82001.52920368989,1626804888247.587,23660841746.178078
1742339383793,82500.92476738001,1636163450244.5188,23817385164.65097
1742342684135,82780.03048688271,1642578274105.806,24557570268.85276
1742346293381,83100.88640848425,1641054865495.4958,25061583047.479454
1742349883475,82703.69232896074,1642507994882.2207,24850348828.382732
1742353787349,82938.50804446227,1644703593847.2737,24583947266.031067
1742357189964,83058.47252533144,1648257123504.4487,24895518515.04881
1742360921242,82996.62990102176,1646037323989.959,23267734922.366863
1742364582092,83177.70738079348,1651490282732.821,22003890242.44255
1742367877914,83171.46725678681,1651490282732.821,23654362013.355713
1742371494827,83182.95823272505,1649962449310.7227,18825325290.573246
1742375224438,83388.41592982221,1655273858387.589,21316171526.79614
1742378439083,83531.79129549615,1657211338610.313,21760289137.461716
1742382334537,83486.04202178019,1656647283904.9587,22048671333.88125
1742386112064,83776.84720807298,1663866425862.851,24879326186.87394
1742389312346,83761.43747882382,1663866425862.851,25271417114.573776
1742393075249,84191.81444671717,1670048025872.3596,23414030527.62542
1742396687607,84218.7779651746,1671441195494.543,22419141553.9543
1742400595991,84620.39023500234,1679943952929.2769,25639232119.21216
1742403890905,84590.9687216577,1678144958000.5242,26029403437.764484
1742407488509,84258.56237624737,1669682270512.3386,23654130609.912506
1742411085580,85888.99366381548,1669682270512.3386,23970187785.044983
1742414690222,85452.54273371371,1691618628631.3025,31666067131.128265
1742418273933,85343.76599188604,1690886416186.5674,31185280253.29358
1742421889130,85629.40668023448,1696513992261.873,28408108419.99417
1742425493861,86185.41143785912,1711682857860.0273,35287513708.10233
1742429096352,86815.44109470697,1721565138141.278,33871216993.304657
1742432733760,86023.02793690139,1726811709370.6262,37657952378.238594
1742436263058,85865.46977691361,1704623497025.2627,37385039834.94244
1742439673197,86081.32251805106,1708479204015.47,38065875351.94843
1742443580572,85924.85863959961,1704223984501.0798,37934115796.560295
1742447773222,85636.4698965906,1698966503945.3213,36523419889.539
1742451810852,85894.57540910708,1702696269673.3582,37370562679.71329
1742454283368,85779.65947424584,1702696269673.3582,35455260037.62761
1742457880385,85846.60645541982,1702693988178.52,37504030617.76805
1742461761861,86229.67963508387,1710516594143.749,37952466491.31484
1742465096892,85882.7039898859,1703616873401.0193,38405126625.67551
1742468985527,85222.63297451382,1690558032363.9478,38182250017.602806
1742472570931,85380.33161914661,1694714912351.8013,34984243686.8415
1742475888987,85310.96814284839,1694714912351.8013,37282066364.0617
1742479478923,85504.94400788672,1694475588654.565,32804167875.871655
1742483258884,85405.15657351525,1694322697119.1274,37033963486.112366
1742486691036,84683.88848622817,1680053331506.578,35797163043.33246
1742490157273,83735.87324881191,1661703939049.7744,36912417957.42944
1742493872534,84006.03482067536,1669695194690.7668,38491996467.37394
1742497528951,84040.25543267331,1667966503291.2627,34851360781.284386
1742500913316,84134.39141427614,1671272775571.5288,32338096572.124634
1742504852669,84531.19085429756,1677094125571.8171,29424074117.38823
1742508288566,84309.65715170768,1672661453358.495,24442168397.204414
1742511897112,84087.18295443771,1668563659240.3408,26212151279.36154
1742515636021,84326.23460828917,1670792449939.0652,29074301901.64253
1742519095872,84473.8179802995,1674990749440.0823,25528849965.027836
1742522691821,84743.39249862774,1674990749440.0823,24649378617.677856
1742526246012,84634.46695960859,1679119725835.6038,26305893030.713013
1742529895452,84474.66633967978,1675949334590.022,21187365707.13271
1742533429726,84630.85046766164,1679583071958.224,25832190316.857716
1742537081835,84437.76675727686,1673505019358.9233,23433509662.58122
1742540791572,84179.23584511163,1669291687492.811,24976598677.522617
1742544136823,83881.93676879247,1664198613888.7217,21492673588.27407
1742547896072,83989.60535436933,1665736093517.2964,23854737339.51809
1742551293900,84094.71763124721,1667561668672.912,22673140189.179096
1742554871378,84153.42484945175,1669584741547.8948,20029385480.56109
