timestamp,prices,market_caps,total_volumes
1742810692924,87172.88980549254,1729167624093.7988,19052142506.309254
1742814297114,87807.28866290172,1741786174238.8196,20718094826.585716
1742817939697,87686.17138536507,1740008427327.473,21785734940.058273
1742821476379,87346.75998699872,1732082162720.5327,21904634622.155514
1742825382611,88039.63937738597,1743509302232.9683,24794759977.028492
1742828693797,87952.73226527461,1744965136789.3057,21408583763.969894
1742832292429,88339.89035924661,1752863379278.3064,19923798010.15974
1742835873095,88015.45327020861,1746281724512.0085,28005373243.39807
1742839488419,88462.86393414128,1755046334716.8225,30090057216.029556
1742843085767,88474.3135894229,1756464414567.623,29585074727.55511
1742846698636,88259.76395777306,1751822766980.2302,29356071617.620415
1742850288266,87866.17486946298,1743397769666.8113,30878620238.41873
1742853739480,88188.34015751413,1749804663223.7083,35039346443.25662
1742857681895,87355.15333559812,1735189501350.797,35781712292.725075
1742861135024,87404.87649068212,1736010009543.4463,35787475027.20128
1742864672481,87622.78459104586,1738675244270.562,34346993239.181965
1742868274878,87132.16734771413,1731672424127.459,35387482745.78712
1742871879460,86869.50462202856,1723543947639.8936,28131060113.33063
1742875486977,86427.65033425306,1716589184381.494,32210161922.646458
1742878827507,86436.2290521335,1716407047147.2285,29585889920.07701
1742882686330,86671.25268250058,1720227052736.2507,32116989300.095264
1742886300079,86618.22840507625,1718635702200.5706,23831871159.226776
1742889888691,86460.41782128905,1716261141162.674,28559198338.36299
1742893460747,86724.36314353025,1720763230395.8252,27544862193.727257
1742897096752,87273.9836862527,1731521990256.6855,25572848504.695488
1742900654450,87138.136227693,1728725986002.3088,23964389148.812878
1742904267476,87413.3113487359,1734557186533.356,29800105267.462284
1742907912968,87103.10754688627,1728268873799.5103,30473806129.582123
1742911246888,87425.59711353843,1731241919666.8901,31865613568.07576
1742915372314,88106.52827227654,1747198744027.2979,28298154389.646446
1742918571011,87772.72551391833,1740872306923.125,29162434947.779037
1742922286570,87826.12190670078,1742571895969.3389,26082227545.604538
1742926183094,87974.75685468162,1745366378961.9204,30932019959.585617
1742929774488,87960.9259253167,1745262195697.1592,27573940600.01937
1742933088021,88199.60526776778,1750818625619.0615,24946108986.757996
1742936762933,87936.51137016094,1744830190987.4487,28767014614.652634
1742940230062,87741.71106058777,1740968686889.7048,30411274069.074875
1742943998826,87321.36793603227,1732643281821.4788,30504107048.060806
1742947489354,87424.06865781397,1736444530990.2063,30282779550.730293
1742951171688,87647.88550868542,1739174319063.499,28962261867.249687
1742954673658,87874.30791795647,1742808792399.2605,25975886041.639935
1742958086021,87371.3491304742,1734233561901.287,29665357950.451767
1742961949174,87205.4427253819,1730413717912.4695,29363130008.35759
1742965450281,87334.3860075193,1732578485967.9712,26289068116.125698
1742969087764,87538.98447599208,1736911238937.0894,27317146531.34157
1742972680675,87953.57974749732,1744882942818.411,28897456435.08485
1742976277452,88159.21504635461,1749759369727.404,28383627895.402317
1742979921981,87983.70142460795,1744915117149.8997,29607645894.21867
1742983285788,87922.27667040464,1744565140314.6484,26818250424.260193
1742987095270,88240.46256324385,1750831185408.176,26830550485.254684
1742990668151,87998.8047039292,1746405672424.0217,28323994131.249474
1742994288961,87795.45224485123,1741973983152.412,24568236963.751717
1742997830683,87219.71294548987,1732822824687.2412,28526666987.08393
1743001491003,86823.44172743564,1722186314268.7188,26849718510.173206
1743004871211,86745.53174766526,1720746184854.1106,27350676632.845985
1743008675693,86454.04031914235,1717233820992.4915,27296519734.135445
